0.08542, 49
0.08542, 50
0.08945, 50
0.05883, 49
0.05883, 50
0.05883, 49
0.05802, 49
0.03868, 48
0.04029, 50
0.03385, 49
0.03304, 50
0.03223, 48
0.02015, 52
0.02015, 49
0.01773, 48
0.01853, 50
0.00806, 48
0.00886, 49
0.00886, 48
0.01048, 48
0.00967, 49
0.00725, 48
0.01048, 48
0.00806, 48
0.00806, 48
0.00806, 49
0.01048, 48
0.00806, 48
0.01289, 48
0.01692, 50
0.01289, 48
0.01451, 48
0.03223, 48
0.03143, 52
0.03304, 50
0.03304, 49
0.05641, 50
0.05319, 49
0.05641, 50
0.05319, 49
0.08381, 49
0.08220, 49
0.08462, 50
0.08300, 50
0.11766, 49
0.11846, 50
0.11927, 49
0.12168, 50
0.15956, 50
0.15714, 49
0.16198, 50
0.16037, 50
0.20630, 48
0.20469, 52
0.20549, 50
0.20549, 50
0.25788, 48
0.25465, 50
0.25626, 50
0.25788, 48
0.31751, 50
0.31509, 50
0.31429, 50
0.31509, 50
0.37875, 50
0.38117, 51
0.37714, 50
0.37956, 50
0.44403, 50
0.44484, 50
0.44886, 50
0.44645, 50
0.52059, 51
0.51978, 52
0.52220, 50
0.52059, 50
0.59875, 50
0.59634, 50
0.59634, 50
0.59634, 50
0.67934, 50
0.67612, 51
0.68015, 49
0.67853, 51
0.76557, 50
0.76557, 51
0.76799, 51
0.76476, 50
0.85179, 50
0.85099, 50
0.85421, 50
0.85341, 50
0.94608, 50
0.94447, 53
0.94689, 50
0.94286, 50
1.04037, 51
1.03956, 50
1.03875, 50
1.03875, 50
1.13546, 50
1.13546, 50
1.13626, 49
1.13626, 50
1.23216, 51
1.23458, 50
1.23377, 51
1.23297, 51
1.33692, 50
1.33773, 51
1.33853, 51
1.33612, 50
1.43927, 51
1.43927, 51
1.44088, 50
1.43766, 50
1.65524, 50
1.65201, 49
1.65685, 50
1.65443, 49
1.75516, 50
1.75516, 51
1.75436, 50
1.75355, 49
1.85751, 50
1.85912, 49
1.85912, 50
1.85831, 49
1.96308, 50
1.96308, 51
1.96227, 50
1.96147, 50
2.06542, 50
2.06462, 51
2.06784, 50
2.06300, 48
2.16132, 51
2.15971, 50
2.16212, 51
2.16374, 51
2.26125, 50
2.26125, 51
2.25802, 51
2.25883, 50
2.35714, 51
2.35795, 50
2.35875, 51
2.35875, 51
2.44498, 51
2.44418, 50
2.44740, 51
2.44418, 51
2.53443, 50
2.53443, 52
2.53685, 51
2.53846, 50
2.62952, 51
2.62388, 50
2.63033, 50
2.62469, 51
2.70930, 50
2.70930, 50
2.71011, 51
2.70608, 50
2.78828, 51
2.78828, 50
2.78667, 51
2.78425, 50
2.86161, 51
2.85839, 51
2.85839, 51
2.86161, 50
2.92930, 53
2.92769, 50
2.92527, 51
2.92850, 50
2.99538, 51
2.99055, 51
2.99297, 50
2.99538, 51
3.05179, 50
3.04857, 51
3.05179, 51
3.05099, 50
3.10659, 50
3.10176, 50
3.10095, 50
3.10579, 50
3.15092, 50
3.15333, 51
3.15333, 50
3.14769, 51
3.19524, 53
3.19040, 50
3.19121, 51
3.19363, 51
3.22425, 51
3.22586, 50
3.22747, 51
3.22505, 50
3.25326, 51
3.25165, 51
3.25568, 50
3.27905, 51
3.27905, 51
3.27824, 51
3.28147, 50
3.29436, 51
3.29919, 51
3.29678, 51
3.29355, 51
3.30000, 42
3.30000, 45
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.30000, 43
3.30000, 42
3.29919, 51
3.29839, 51
3.29758, 51
3.29839, 51
3.27824, 50
3.28549, 51
3.27905, 51
3.28308, 51
3.26132, 51
3.25971, 51
3.25810, 51
3.25890, 50
3.23231, 51
3.22989, 51
3.23392, 50
3.23070, 51
3.19443, 51
3.20007, 50
3.19443, 51
3.19846, 51
3.15092, 50
3.15575, 51
3.15495, 50
3.15011, 51
3.10418, 50
3.10337, 50
3.10176, 50
3.10498, 49
3.04938, 51
3.05502, 53
3.05018, 50
3.05179, 51
2.99216, 50
2.99377, 51
2.98974, 51
2.99297, 50
2.93253, 51
2.92608, 50
2.92608, 51
2.92527, 51
2.86403, 50
2.86403, 51
2.85839, 50
2.85678, 51
2.78747, 51
2.78908, 50
2.79150, 50
2.79311, 51
2.71253, 52
2.71333, 51
2.71092, 50
2.71414, 51
2.62549, 50
2.62872, 51
2.62388, 50
2.62388, 51
2.53927, 50
2.53766, 51
2.54007, 50
2.54330, 50
2.45062, 50
2.44901, 51
2.44982, 50
2.45626, 51
2.36198, 50
2.35795, 51
2.36037, 51
2.35634, 50
2.26447, 53
2.26447, 50
2.26286, 51
2.26527, 51
2.16454, 50
2.16777, 51
2.16535, 50
2.06300, 49
2.06945, 49
2.06542, 50
2.06703, 50
2.06381, 49
1.96791, 50
1.96791, 51
1.96711, 50
1.96388, 50
1.86234, 50
1.86234, 50
1.86315, 49
1.86396, 50
1.76081, 52
1.75919, 50
1.75678, 50
1.65846, 50
1.65443, 49
1.65524, 50
1.65685, 49
1.65604, 50
1.55451, 50
1.55370, 50
1.55531, 50
1.55531, 51
1.45216, 50
1.44894, 50
1.44974, 50
1.44974, 50
1.34659, 50
1.34418, 49
1.34579, 50
1.34901, 50
1.24667, 53
1.24586, 50
1.24425, 49
1.14593, 51
1.14755, 50
1.14674, 50
1.14674, 51
1.04923, 50
1.04842, 50
1.04762, 51
1.05084, 49
0.95092, 51
0.95092, 50
0.95172, 50
0.95333, 51
0.85663, 50
0.85582, 50
0.85744, 50
0.85663, 50
0.77121, 51
0.77282, 53
0.77121, 50
0.77201, 51
0.68579, 50
0.68418, 51
0.68337, 50
0.68740, 50
0.60117, 50
0.60117, 51
0.60601, 50
0.60601, 50
0.52623, 50
0.52703, 50
0.52623, 51
0.52542, 49
0.45451, 50
0.45128, 50
0.45209, 50
0.45128, 49
0.38359, 50
0.38923, 52
0.38520, 50
0.38359, 49
0.32557, 50
0.32154, 51
0.32154, 50
0.32073, 50
0.26190, 50
0.26513, 51
0.26352, 50
0.26271, 50
0.20952, 49
0.20711, 49
0.20872, 51
0.20791, 49
0.16278, 50
0.16359, 49
0.16359, 50
0.16359, 50
0.12088, 50
0.12168, 51
0.12168, 49
0.12088, 50
0.08462, 50
0.08623, 50
0.08542, 49
0.08703, 50
0.06044, 50
0.05802, 48
0.05802, 48
0.05722, 50
0.03223, 48
0.03385, 49
0.03788, 50
0.03626, 50
0.01853, 50
0.02015, 49
0.01692, 50
0.01934, 48
0.01773, 48
0.01128, 51
0.00886, 48
0.00967, 48
0.00886, 48
0.01128, 49
0.00967, 48
0.00806, 48
0.00806, 49
0.00886, 48
0.00886, 48
0.00886, 48
0.00806, 49
0.01531, 49
0.01289, 48
0.01531, 50
0.01531, 49
0.03304, 50
0.03143, 50
0.02982, 49
0.03062, 50
0.05480, 52
0.05480, 49
0.05560, 50
0.05480, 49
0.08381, 49
0.08300, 50
0.08462, 49
0.08300, 50
0.11927, 50
0.11927, 49
0.11927, 50
0.11846, 49
0.16037, 50
0.16037, 50
0.16117, 49
0.15795, 50
0.20388, 50
0.20791, 49
0.20549, 50
0.20308, 50
0.25707, 51
0.25868, 52
0.25626, 49
0.25868, 50
0.31429, 50
0.31509, 50
0.31590, 50
0.31590, 49
0.37875, 50
0.37795, 51
0.37956, 50
0.37714, 50
0.44725, 50
0.44645, 51
0.44564, 50
0.44403, 50
0.52059, 50
